problem_id,submission_id,LLM,status_in_folder,code,label
p02616,s680684600,LLAMA,Runtime,"import numpy as np
import sys

n, k = map(int, input().split())
a_list = sorted(map(int, input().split()))
mod = 10 ** 9 + 7

if len([a for a in a_list[:k] if np.sign(a) == -1]) % 2 != 0:
    negative_big = [num for num in a_list[:k] if np.sign(num) == -1]
    positive_big = [num for num in a_list[:k] if np.sign(num) != 1]
    negative_small = [num for num in a_list[k:] if np.sign(num) == -1]
    positive_small = [num for num in a_list[k:] if np.sign(num) != -1]

    if len(negative_big) == 0 or len(positive_small) == 0:
        remove = min(positive_big)
        add = min(negative_small)
    elif len(positive_big) == 0 or len(negative_small) == 0:
        remove = max(negative_big)
        add = max(positive_small)
    else:
        positive_small_max = max(positive_small)
        negative_big_max = max(negative_big)
        negative_small_min = min(negative_small)
        positive_big_min = min(positive_big)
        if positive_small_max / negative_big_max < negative_small_min / positive_big_min:
            remove = negative_big_max
            add = positive_small_max
        else:
            remove = positive_big_min
            add = negative_small_min

ans = 1
for num in a_list[:k]:
    ans *= num
    ans %= mod

if len([a for a in a_list[:k] if np.sign(a) == -1]) % 2 != 0:
    ans *= add
    ans %= mod
    ans *= pow(remove, mod - 2, mod)
    ans %= mod

print(ans)",1
p02820,unrelated,CODESTRAL,Generate,"# Read input
n, k = map(int, input().split())
r, s, p = map(int, input().split())
t = input()

# Initialize variables
max_scores = [0] * (k + 1)
current_max = 0

# Iterate through each round
for i in range(n):
    # Calculate maximum score for current round
    if i >= k:
        current_max = max(max_scores[i - k], current_max)
    if t[i] == 'r':
        max_scores[i % (k + 1)] = current_max + p
    elif t[i] =='s':
        max_scores[i % (k + 1)] = current_max + r
    else:
        max_scores[i % (k + 1)] = current_max + s

# Print maximum total score
print(max(max_scores))
",1
p02583,unrelated,LLAMA,Generate,"  def count_triangles(sticks):
    n = len(sticks)
    count = 0
    for i in range(n):
        for j in range(i+1, n):
            for k in range(j+1, n):
                if sticks[i] != sticks[j] and sticks[j] != sticks[k] and sticks[k] != sticks[i]:
                    count += 1
    return count

def main():
    n = int(input())
    sticks = list(map(int, input().split()))
    print(count_triangles(sticks))

if __name__ == ""__main__"":
    main()",1
p03555,s358797768,LLAMA,Runtime,"s1 = input()
s2 = input()

cnt = 0
for i in range(len(s1)):
    if s1[i] == s2[-i-1]:
        cnt += 1

if cnt == len(s1):
    print(""YES"")
else:
    print(""NO"")",1
p02842,s513433469,GEMINI,Wrong,"N = int(input())
n = int(N // 1.08)

while int(n * 1.08) != N:
    n += 1
    if n * 1.08 > N:
        print(':(')
        exit()

print(n)",1
p03487,unrelated,LLAMA,Generate,"  def get_min_removals(arr):
    # Initialize a dictionary to keep track of the count of each element
    count_dict = {}
    for elem in arr:
        if elem in count_dict:
            count_dict[elem] += 1
        else:
            count_dict[elem] = 1

    # Initialize the minimum number of removals to 0
    min_removals = 0

    # Iterate through the dictionary and check if each element occurs exactly as many times as its value
    for elem, count in count_dict.items():
        if count != elem:
            # If the element does not occur exactly as many times as its value,
            # we need to remove some occurrences so that it does
            min_removals += abs(count - elem)

    return min_removals",1
p02763,s261052536,LLAMA,Runtime,"from bisect import insort_left, bisect_left

n = int(input())
s = input()
q = int(input())

a = 'abcdefghijklmnopqrstuvwxyz'
ch = {i: [-1, n + 1] for i in a}

for i in range(n):
    insort_left(ch[s[i]], i)

for i in range(q):
    m, l, r = input().split()
    if m == '1':
        l = int(l) - 1
        x = bisect_left(ch[s[l]], l)
        ch[s[l]].pop(x)
        insort_left(ch[r], l)
    else:
        l, r = int(l) - 1, int(r) - 1
        res = 0
        for i in a:
            y = bisect_left(ch[i], l)
            if y >= len(ch[i]):
                continue
            else:
                if ch[i][y] <= r:
                    res += 1
        print(res)",1
p03829,unrelated,CODESTRAL,Generate,"import sys

def min_fatigue(N, A, B, X):
    min_fatigue_level = 0
    current_position = 1

    for i in range(1, N):
        distance_walk = X[i] - X[current_position]
        distance_teleport = X[i] - X[i-1]

        if A * distance_walk <= B:
            min_fatigue_level += A * distance_walk
            current_position = i
        else:
            min_fatigue_level += B

    return min_fatigue_level

def main():
    N, A, B = map(int, sys.stdin.readline().split())
    X = list(map(int, sys.stdin.readline().split()))

    print(min_fatigue(N, A, B, X))

if __name__ == ""__main__"":
    main()
",1
p02970,unrelated,LLAMA,Generate,"N = int(input())
D = int(input())

def min_inspectors(N, D):
    return (N + D - 1) // D

print(min_inspectors(N, D))
",1
p02685,s607001451,LLAMA,Wrong,"n, m, k = map(int, input().split())
mod = 998244353

ans = (m * (pow(m - 1, n - 1, mod))) % mod

nCn = 1
for i in range(1, k + 1):
    nCn = (nCn * (n - i)) // i
    nCn = nCn % mod
    ans += (((m * (nCn)) % mod) * (pow(m - 1, n - 1 - i, mod))) % mod
    ans = ans % mod

print(ans)",1
p03623,unrelated,GEMINI,Generate,"x, a, b = map(int, input().split())
if abs(x - a) < abs(x - b):
  print(""A"")
else:
  print(""B"")
",1
p03631,unrelated,GEMINI,Generate,"N = int(input())
s = str(N)
if s[0] == s[2]:
  print(""Yes"")
else:
  print(""No"")
",1
p03324,s109397436,CODESTRAL,Runtime,"D, N = map(int, input().split())

if D==2:
    dp = [10000*i for i in range(1,101)]
    print(dp[N-1] if N!=100 else dp[N])
elif D==1:
    dp = [100*i for i in range(1,101)]
    print(dp[N-1] if N!=100 else dp[N])
else:
    print(N if N!=100 else 101)",1
p02851,unrelated,GEMINI,Generate,"n, k = map(int, input().split())
a = list(map(int, input().split()))

count = 0
for i in range(n):
  sum = 0
  for j in range(i, n):
    sum += a[j]
    if (sum % k) == (j - i + 1):
      count += 1

print(count)
",1
p03637,unrelated,CODESTRAL,Generate,"# Read the number of elements
n = int(input())

# Read the elements
a = list(map(int, input().split()))

# Count the number of elements that are not divisible by 4
count_not_divisible_by_4 = sum(1 for x in a if x % 4!= 0)

# Count the number of elements that are divisible by 4 but not by 16
count_divisible_by_4_not_by_16 = sum(1 for x in a if x % 4 == 0 and x % 16!= 0)

# If the number of elements that are not divisible by 4 is more than 1,
# or if the number of elements that are divisible by 4 but not by 16 is odd,
# then it is impossible to achieve the objective
if count_not_divisible_by_4 > 1 or count_divisible_by_4_not_by_16 % 2 == 1:
    print('No')
else:
    print('Yes')
",1
p02821,unrelated,GEMINI,Generate,"n, m = map(int, input().split())
a = list(map(int, input().split()))
a.sort(reverse=True)
happiness = 0
for i in range(m):
  happiness += a[i] + a[i + 1] if i < n else a[0] + a[1]
print(happiness)
",1
p02733,s231466980,LLAMA,Runtime,"H, W, K = map(int, input().split())
chocolate = []
for _ in range(H):
    chocolate.append(list(map(int, input())))

ans = 0
for bit in range(2 ** (H - 1)):
    i = 0
    new_choco = []
    new_choco.append(chocolate[0])
    for each_bit in range(H - 1):
        if ((bit >> each_bit) & 1):
            i += 1
            new_choco.append(chocolate[each_bit + 1])
        else:
            new_choco[i] = [new_choco[i][j] + chocolate[each_bit + 1][j] for j in range(W)]

    possible = True
    count = 0
    laststop = 0
    for stop in range(1, W + 1):
        each_ok = True
        for row in new_choco:
            if sum(row[laststop:stop]) > K:
                each_ok = False
                break
        if each_ok:
            maxstop = stop
        else:
            if maxstop != laststop:
                laststop = maxstop
                count += 1
            else:
                possible = False
                break
    if possible:
        tmpans = (bin(bit).count('1') + count)
        ans = tmpans if ans > tmpans else ans
print(ans)",1
p03624,unrelated,LLAMA,Generate,"  import string

def find_smallest_letter(s):
    letters = string.ascii_lowercase
    for letter in letters:
        if letter not in s:
            return letter
    return None

if __name__ == ""__main__"":
    s = input()
    print(find_smallest_letter(s))",1
p02755,s786604035,CODESTRAL,Runtime,"n, a, b = map(int, input().split())

for i in range(1, n+1):
    tax_8 = i * 0.08
    tax_10 = i * 0.1
    if int(tax_8) == a and int(tax_10) == b:
        print(i)
        break
else:
    print(-1)",1
p02616,unrelated,LLAMA,Generate,"  def get_max_product(arr, k):
    arr.sort()
    max_product = 1
    for i in range(k):
        max_product *= arr[-1-i]
    return max_product % (10**9 + 7)",1
p03222,s072052311,CODESTRAL,Wrong,"     h, w, k = MI()
     dp = [[0] * w for i in range(h + 1)]
     dp[0][0] = 1
     for i in range(h):
         for j in range(w):
             left = j
             right = w - j - 1
             dp[i + 1][j] += dp[i][j] * (2 ** (left + right))
             if j + 1 < w:
                 dp[i + 1][j + 1] += dp[i][j] * (2 ** (left + right - 1))
             if j - 1 >= 0:
                 dp[i + 1][j - 1] += dp[i][j] * (2 ** (left + right - 1))
     print(dp[-1][k - 1] % mod)",1
p02953,s645485522,LLAMA,Runtime,"import sys

n = int(input())
takasa = list(map(int, input().split()))

if len(takasa) < 1:
    print(""Yes"")
    sys.exit()

is_No = False
max_takasa = takasa[0]
min_takasa = 0

for i in range(len(takasa)-1):
    if takasa[i] > takasa[i+1]:
        takasa[i] -= 1
        if takasa[i] > max_takasa:
            max_takasa = takasa[i]
        if takasa[i] < max_takasa:
            print(""No"")
            sys.exit()

if takasa[-1] < takasa[-2]:
    print(""No"")
    sys.exit()

if not is_No:
    print(""Yes"")",1
p03354,s604853276,LLAMA,Runtime,"N, M = map(int, input().split())
p = list(map(int, input().split()))
xy = []
for _ in range(M):
    xy.append(tuple(map(int, input().split())))
#print(xy)


G = [[] for _ in range(N+1)]
for el in xy:
    x, y = el
    G[x].append(y)
    G[y].append(x)


seen=[False] * (N+1)
def dfs(n):
    seen[n]=True
    group[-1].append(n)
    for child in G[n]:
        if seen[child] == False:
            dfs(child)

group=[]
for i in range(1,N+1):
    if seen[i] == False:
        group.append([])
        dfs(i)
        #print(seen)
#print(seen)
#print(group)

cnt = 0
for el in group:
    temp = set(el) & set([p[i-1] for i in el])
    cnt += len(temp)
print(cnt)",1
p03347,unrelated,LLAMA,Generate,"def solve(N, A):
    X = [0] * N
    count = 0
    for i in range(N):
        if X[i] != A[i]:
            count += 1
            j = i + 1
            while j < N and X[j] != A[j]:
                j += 1
            X[j] = X[i] + 1
    return count if X == A else -1
",1
p03007,s621625661,CODESTRAL,Wrong,"n = int(input())
A = sorted(list(map(int, input().split())))

positive = []
negative = []

for a in A:
    if a >= 0:
        positive.append(a)
    else:
        negative.append(a)

negative.reverse()

res = []

while len(positive) > 0 and len(negative) > 0:
    if positive[-1] > abs(negative[-1]):
        res.append((positive.pop(), negative.pop()))
    else:
        res.append((negative.pop(), positive.pop()))

while len(positive) > 1:
    res.append((positive.pop(), positive.pop()))

while len(negative) > 1:
    res.append((negative.pop(), negative.pop()))

print(res[-1][1] - res[-1][0])
for i in range(n - 2):
    print(res[i][0], res[i][1])
print(res[-1][1], res[-1][0])",1
p03325,s082941178,CODESTRAL,Runtime,"n = int(input())
a = list(map(int, input().split()))

count = 0
i = 0
while i < len(a):
    if a[i] % 2 == 0:
        while a[i] % 2 == 0:
            a[i] = int(a[i] // 2)
            count += 1
    i += 1

print(count)",1
p02574,s792362583,LLAMA,Wrong,"n = int(input())
a = list(map(int,input().split()))
m = max(a)
l = [-1]*(m+3)
for i in range(2,m+1):
    if l[i] != -1:
        continue
    l[i] = i
    j = 2
    while i*j <= m:
        if l[i*j] == -1:
            l[i*j] = i
        j += 1
def fastfact(i,lst):
    if l[i] == -1:
        return lst
    while i > 1:
        lst.append(l[i])
        i //= l[i]
    return lst
check = [0]*(m+1)
for i in range(n):
    if a[i] == 1:
        continue
    s = set(fastfact(a[i],[]))
    for j in s:
        check[j] += 1
M = max(check)
if M == 1:
    print(""pairwise coprime"")
elif M == n:
    print(""not coprime"")
else:
    print(""setwise coprime"")",1
p03569,s746244813,CODESTRAL,Runtime,"s = input()
s1 = []
le = []
cnt = 0
for i in list(s):
    if i!= ""x"":
        le.append(cnt)
        s1.append(i)
    cnt += 1
if s1!= s1[::-1]:
    print(-1)
else:
    print(le[len(le) // 2])",1
p03759,s283055842,LLAMA,Runtime,"import sys
input = sys.stdin.readline
a, b, c = map(int, input().split())
if b - a == c - b:
    print(""YES"")
else:
    print(""NO"")",1
p03324,unrelated,LLAMA,Generate,"  def get_happy_integer(d, n):
    if d == 0:
        return n
    else:
        return n * 10**d",1
p02694,s201517090,LLAMA,Wrong,"import math
x=int(input())
t=0
y=100
while y<x:
  y=math.floor(y*1.01)
  t+=1
print(t)",1
p02700,s802664662,CODESTRAL,Runtime,"a, b, c, d = map(int, input().split())

if abs(a - b) % 2 == 1 and abs(c - d) % 2 == 0:
    print('No')
else:
    print('Yes')",1
p02957,s334115419,CODESTRAL,Runtime,"n = 2
a, b = map(int, input().split())

if (a + b) % 2 == 0:
    print((a + b) // 2)
else:
    print(""IMPOSSIBLE"")",1
p03346,s215595935,LLAMA,Wrong,"import bisect
N = int(input())
A = [int(input()) for i in range(N)]
dp = [A[0]]
for i in A[1:]:
    if i > dp[-1]:
        dp.append(i)
    else:
        dp[bisect.bisect_right(dp,i)] = i
print(N-len(dp)+1)",1
p02768,s598860842,LLAMA,Wrong,"n, a, b = map(int, input().split())
mod = 10**9 + 7

J = pow(2, n) % mod
def find_power(n, mod):
    # 0!からn!までのびっくりを出してくれる関数(ただし、modで割った値に対してである）
    powlist = [0] * (n + 1)
    powlist[0] = 1
    powlist[1] = 1
    for i in range(2, n + 1):
        powlist[i] = powlist[i - 1] * i % (mod)
    return powlist

def find_inv_power(n):
    #0!からn!までの逆元を素数10**9+7で割ったあまりリストを作る関数
    powlist = find_power(n, 10**9 + 7)
    check = powlist[-1]
    first = 1
    uselist = [0] * (n + 1)
    secondlist = [0] * 30
    secondlist[0] = check
    secondlist[1] = check**2
    for i in range(28):
        secondlist[i + 2] = (secondlist[i + 1]**2) % (10**9 + 7)
    a = format(10**9 + 5, ""b"")
    for j in range(30):
        if a[29 - j] == ""1"":
            first = (first * secondlist[j]) % (10**9 + 7)
    uselist[n] = first
    for i in range(n, 0, -1):
        uselist[i - 1] = (uselist[i] * i) % (10**9 + 7)
    return uselist

C = find_inv_power(2 * 10**5 + 100)
if True:
    c = 1
    for i in range(a):
        c *= (n - i)
        c = c % mod
    c = c * C[a]
    c = c % mod
    d = 1
    for i in range(b):
        d *= (n - i)
        d = d % mod
    d = d % mod
    d = d * C[b]
    print((J - c - d) % mod)",1
p03006,s111825857,CODESTRAL,Wrong,"n = int(input())
xy = sorted([list(map(int, input().split())) for _ in range(n)])
if n == 1:
    print(1)
else:
    def cal(xy):
        dis = [0] * (n - 1)
        a, b = xy[0]
        for idx, (x, y) in enumerate(xy[1:]):
            dis[idx] = (x - a, y - b)
            a, b = x, y
        dis_count = {}
        for d in dis:
            if d in dis_count:
                dis_count[d] += 1
            else:
                dis_count[d] = 1
        max_count = 0
        for count in dis_count.values():
            max_count = max(max_count, count)
        return n - max_count
    print(min(cal(xy), cal(sorted(xy, key=lambda x: x[1]))))",1
